@relation 'pacman-data-training-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>2, ifelse(A>5, ifelse(A>8, ifelse(A>12, ifelse(A>15, ifelse(A>18, 7, 6), 5), 4), 3), 2), 1), 0)-V-R1-2,11-18,24-25-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>5, ifelse(A>10, ifelse(A>15, ifelse(A>20, ifelse(A>25, ifelse(A>30, 7, 6), 5), 4), 3), 2), 1), 0)-V-R19-23,32'

@attribute pacman_positionX numeric
@attribute pacman_positionY numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute living_ghost1 {0,1}
@attribute living_ghost2 {0,1}
@attribute living_ghost3 {0,1}
@attribute living_ghost4 {0,1}
@attribute ghost1_positionX numeric
@attribute ghost1_positionY numeric
@attribute ghost2_positionX numeric
@attribute ghost2_positionY numeric
@attribute ghost3_positionX numeric
@attribute ghost3_positionY numeric
@attribute ghost4_positionX numeric
@attribute ghost4_positionY numeric
@attribute ghost1_distance numeric
@attribute ghost2_distance numeric
@attribute ghost3_distance numeric
@attribute ghost4_distance numeric
@attribute food_distance numeric
@attribute food_position_x numeric
@attribute food_position_y numeric
@attribute closest_food_dirx {West,East,North,South,Stop}
@attribute closest_food_diry {West,East,North,South,Stop}
@attribute score numeric
@attribute score_siguiente numeric
@attribute closest_ghost_x numeric
@attribute closest_ghost_y numeric
@attribute closest_ghost_distance numeric
@attribute closest_ghost_dirx {West,East,North,South,Stop}
@attribute closest_ghost_diry {West,East,North,South,Stop}
@attribute next_move {West,East,North,South,Stop}

@data
5,4,0,1,1,1,0,0,1,1,1,1,2,1,6,2,7,3,0,0,3,4,0,0,0,West,South,364,363,1,1,0,West,South,East
5,4,1,1,1,1,0,0,1,1,1,1,2,1,6,2,7,3,0,0,3,4,0,0,0,West,South,363,362,1,1,0,West,South,South
5,4,1,1,1,1,0,0,1,1,1,1,2,1,6,2,7,3,0,0,3,4,0,0,0,West,South,362,361,1,1,0,West,South,South
5,4,1,1,1,1,0,0,1,1,1,1,2,1,6,2,7,3,0,0,2,4,0,0,0,West,South,361,360,1,1,0,West,South,South
5,4,1,1,0,1,0,0,1,1,1,1,2,1,7,2,7,2,0,0,2,3,0,0,0,West,South,360,359,1,1,0,West,South,South
5,3,1,1,1,1,0,0,1,1,1,1,2,1,7,2,7,3,0,0,2,3,0,0,0,West,South,359,358,1,1,0,West,South,South
5,3,1,1,0,1,0,0,1,1,1,1,2,1,6,2,7,2,0,0,2,3,0,0,0,West,South,358,357,1,1,0,West,South,South
5,3,1,1,1,1,0,0,1,1,1,1,2,1,6,3,7,2,0,0,1,3,0,0,0,West,South,357,356,1,1,0,West,South,East
5,3,0,0,1,1,0,0,1,1,1,1,2,1,7,3,7,2,0,0,1,3,0,0,0,West,South,356,355,1,1,0,West,South,East
6,3,0,0,1,1,0,0,1,1,1,1,2,1,7,2,7,2,0,0,1,2,0,0,0,West,South,355,354,1,1,0,West,South,East
6,3,0,1,1,1,0,0,1,1,1,1,2,1,7,2,7,3,0,0,1,2,0,0,0,West,South,354,353,1,1,0,West,South,East
6,3,0,1,1,1,0,0,1,1,1,1,2,1,7,2,7,3,0,0,1,2,0,0,0,West,South,353,352,1,1,0,West,South,East
7,3,0,1,1,1,0,0,0,1,1,1,2,1,2,1,7,3,0,0,0,2,0,0,0,West,South,552,551,1,1,0,West,South,East
7,3,0,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,2,0,0,0,West,South,551,550,1,1,0,West,South,East
7,3,0,0,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,2,0,0,0,West,South,550,549,1,1,0,West,South,East
7,3,0,0,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,2,0,0,0,West,South,549,548,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,2,0,0,0,West,South,548,547,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,1,0,0,0,West,South,547,546,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,1,0,0,0,West,South,546,545,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,1,0,0,0,West,South,545,544,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,1,0,0,0,West,South,544,543,1,1,0,West,South,South
7,2,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,2,0,0,0,1,0,0,0,West,South,543,742,1,1,0,West,South,East
1,6,0,1,1,0,1,1,1,1,1,2,1,2,2,4,3,3,3,4,3,4,0,0,0,West,South,0,-1,5,9,3,East,South,South
1,6,1,1,0,0,1,1,1,1,1,2,1,2,2,4,3,3,3,3,3,3,0,0,0,West,South,-1,-2,5,10,3,East,South,South
1,6,1,1,1,0,1,1,1,1,2,2,2,2,2,4,3,3,3,3,2,3,0,0,0,West,South,-2,-3,5,10,2,East,South,South
1,5,1,1,1,0,1,1,1,1,1,2,2,2,2,4,3,3,3,3,2,3,0,0,0,West,South,-3,-4,5,10,2,East,South,South
1,5,1,1,1,0,1,1,1,1,1,2,2,2,2,4,2,3,3,3,2,3,0,0,0,West,South,-4,-5,4,10,2,East,South,South
1,5,1,1,0,0,1,1,1,1,2,2,2,2,2,4,2,3,3,3,2,3,0,0,0,West,South,-5,-6,4,10,2,East,South,South
1,4,1,1,1,0,1,1,1,1,1,2,2,2,2,4,2,2,2,3,1,3,0,0,0,West,South,-6,-7,4,10,1,East,South,South
1,4,1,1,0,0,1,1,1,1,1,2,2,2,2,4,2,2,2,3,1,3,0,0,0,West,South,-7,-8,5,10,1,East,South,South
1,4,1,1,0,0,1,1,1,1,1,2,2,2,2,4,2,2,2,2,1,2,0,0,0,West,South,-8,-9,5,9,1,East,South,South
1,4,1,1,0,0,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,0,0,0,West,South,-9,-10,5,8,1,East,South,South
1,3,1,1,0,0,1,1,1,1,1,2,2,3,2,4,2,2,1,2,1,2,0,0,0,West,South,-10,-11,1,4,1,Stop,South,South
1,3,1,1,0,0,1,1,1,1,1,2,2,3,2,4,2,2,1,1,2,1,0,0,0,West,South,-11,-12,2,4,1,East,South,South
