@relation 'pacman-data-training-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>2, ifelse(A>5, ifelse(A>8, ifelse(A>12, ifelse(A>15, ifelse(A>18, 7, 6), 5), 4), 3), 2), 1), 0)-V-R1-2,11-18,24-25-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>5, ifelse(A>10, ifelse(A>15, ifelse(A>20, ifelse(A>25, ifelse(A>30, 7, 6), 5), 4), 3), 2), 1), 0)-V-R19-23,32'

@attribute pacman_positionX numeric
@attribute pacman_positionY numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute living_ghost1 {0,1}
@attribute living_ghost2 {0,1}
@attribute living_ghost3 {0,1}
@attribute living_ghost4 {0,1}
@attribute ghost1_positionX numeric
@attribute ghost1_positionY numeric
@attribute ghost2_positionX numeric
@attribute ghost2_positionY numeric
@attribute ghost3_positionX numeric
@attribute ghost3_positionY numeric
@attribute ghost4_positionX numeric
@attribute ghost4_positionY numeric
@attribute ghost1_distance numeric
@attribute ghost2_distance numeric
@attribute ghost3_distance numeric
@attribute ghost4_distance numeric
@attribute food_distance numeric
@attribute food_position_x numeric
@attribute food_position_y numeric
@attribute closest_food_dirx {West,East,North,South,Stop}
@attribute closest_food_diry {West,East,North,South,Stop}
@attribute score numeric
@attribute score_siguiente numeric
@attribute closest_ghost_x numeric
@attribute closest_ghost_y numeric
@attribute closest_ghost_distance numeric
@attribute closest_ghost_dirx {West,East,North,South,Stop}
@attribute closest_ghost_diry {West,East,North,South,Stop}
@attribute next_move {West,East,North,South,Stop}

@data
5,4,0,1,1,1,0,0,1,1,1,1,2,1,5,3,7,4,0,0,2,3,0,0,0,West,South,351,350,1,1,0,West,South,South
5,4,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,2,3,0,0,0,West,South,350,349,1,1,0,West,South,South
5,4,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,1,3,0,0,0,West,South,349,348,1,1,0,West,South,South
5,4,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,1,3,0,0,0,West,South,348,347,1,1,0,West,South,South
5,3,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,1,4,0,0,0,West,South,347,546,1,1,0,West,South,South
5,3,1,1,1,0,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,546,545,1,1,0,West,South,South
5,3,1,1,1,0,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,545,544,1,1,0,West,South,South
5,2,1,1,1,0,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,544,543,1,1,0,West,South,East
5,2,1,1,0,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,542,541,1,1,0,West,South,North
5,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,541,540,1,1,0,West,South,East
5,3,0,0,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,540,539,1,1,0,West,South,East
6,3,0,0,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,539,538,1,1,0,West,South,East
